,row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,cust_age,cust_gender,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,returned
2671,2672,CA-2015-126403,09/09/15,12/09/15,Second Class,RR-19525,Rick Reed,24,Female,Corporate,United States,Lowell,Massachusetts,1852,East,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,785.88,6,0,212.1876,TRUE
2672,2673,CA-2015-126403,09/09/15,12/09/15,Second Class,RR-19525,Rick Reed,18,Female,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,26.2,2,0,12.838,TRUE
2673,2674,CA-2015-126403,09/09/15,12/09/15,Second Class,RR-19525,Rick Reed,22,Female,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0,238.653,TRUE
2684,2685,CA-2018-137085,29/06/18,06/07/18,Standard Class,CT-11995,Carol Triggs,20,Female,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,312.552,9,0.2,101.5794,TRUE
2688,2689,CA-2016-153220,12/11/16,14/11/16,First Class,YC-21895,Yoseph Carroll,20,Female,Corporate,United States,Los Angeles,California,90032,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7,5,0,7.065,TRUE
2843,2844,CA-2018-112865,18/05/18,22/05/18,Standard Class,BH-11710,Brosina Hoffman,23,Female,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,36.048,3,0.2,-0.9012,TRUE
2845,2846,CA-2018-138163,17/11/18,20/11/18,First Class,XP-21865,Xylona Preis,19,Female,Consumer,United States,Everett,Massachusetts,2149,East,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,50.94,3,0,14.2632,TRUE
2863,2864,US-2018-103828,13/08/18,13/08/18,Same Day,JK-15370,Jay Kimmel,21,Female,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888,TRUE
2864,2865,US-2018-103828,13/08/18,13/08/18,Same Day,JK-15370,Jay Kimmel,20,Male,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,83.79,7,0,22.6233,TRUE
2865,2866,US-2018-103828,13/08/18,13/08/18,Same Day,JK-15370,Jay Kimmel,18,Male,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,0,15.4752,TRUE
2866,2867,US-2018-103828,13/08/18,13/08/18,Same Day,JK-15370,Jay Kimmel,20,Male,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,31.92,4,0,9.2568,TRUE
2930,2931,CA-2016-168564,08/08/16,08/08/16,Same Day,TT-21220,Thomas Thornton,21,Female,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",6.608,2,0.2,2.2302,TRUE
2931,2932,CA-2016-168564,08/08/16,08/08/16,Same Day,TT-21220,Thomas Thornton,19,Female,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,7.28,2,0.2,2.73,TRUE
2932,2933,CA-2016-168564,08/08/16,08/08/16,Same Day,TT-21220,Thomas Thornton,21,Female,Consumer,United States,San Francisco,California,94109,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,144.784,1,0.2,10.8588,TRUE
2946,2947,CA-2018-169859,14/12/18,18/12/18,Standard Class,MP-18175,Mike Pelletier,23,Female,Home Office,United States,San Diego,California,92024,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,3,0,11.025,TRUE
2947,2948,CA-2018-169859,14/12/18,18/12/18,Standard Class,MP-18175,Mike Pelletier,24,Female,Home Office,United States,San Diego,California,92024,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",64.96,14,0.2,22.736,TRUE
2948,2949,CA-2018-169859,14/12/18,18/12/18,Standard Class,MP-18175,Mike Pelletier,24,Female,Home Office,United States,San Diego,California,92024,West,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",43.7,5,0,20.539,TRUE
2962,2963,CA-2018-137428,16/12/18,21/12/18,Second Class,AY-10555,Andy Yotov,18,Female,Corporate,United States,Oceanside,California,92054,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",81.568,2,0.2,9.1764,TRUE
2963,2964,CA-2018-137428,16/12/18,21/12/18,Second Class,AY-10555,Andy Yotov,20,Female,Corporate,United States,Oceanside,California,92054,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",97.184,2,0.2,6.074,TRUE
2964,2965,CA-2018-137428,16/12/18,21/12/18,Second Class,AY-10555,Andy Yotov,21,Female,Corporate,United States,Oceanside,California,92054,West,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,24.32,5,0.2,8.208,TRUE
2965,2966,CA-2018-137428,16/12/18,21/12/18,Second Class,AY-10555,Andy Yotov,23,Female,Corporate,United States,Oceanside,California,92054,West,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,2,0,7.584,TRUE
2985,2986,CA-2017-139269,25/05/17,30/05/17,Standard Class,JB-16045,Julia Barnett,24,Female,Home Office,United States,Columbus,Georgia,31907,South,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,24.96,4,0,6.24,TRUE
2986,2987,CA-2017-139269,25/05/17,30/05/17,Standard Class,JB-16045,Julia Barnett,22,Male,Home Office,United States,Columbus,Georgia,31907,South,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0,9.2928,TRUE
2987,2988,CA-2017-139269,25/05/17,30/05/17,Standard Class,JB-16045,Julia Barnett,20,Male,Home Office,United States,Columbus,Georgia,31907,South,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1267.65,9,0,152.118,TRUE
3019,3020,CA-2016-123568,08/11/16,14/11/16,Standard Class,SC-20095,Sanjit Chand,24,Female,Consumer,United States,West Jordan,Utah,84084,West,OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands,5.04,3,0,0.2016,TRUE
3020,3021,CA-2016-123568,08/11/16,14/11/16,Standard Class,SC-20095,Sanjit Chand,24,Female,Consumer,United States,West Jordan,Utah,84084,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,92.94,3,0,41.823,TRUE
3021,3022,CA-2016-123568,08/11/16,14/11/16,Standard Class,SC-20095,Sanjit Chand,18,Female,Consumer,United States,West Jordan,Utah,84084,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",66.69,3,0,22.0077,TRUE
3022,3023,CA-2016-123568,08/11/16,14/11/16,Standard Class,SC-20095,Sanjit Chand,20,Female,Consumer,United States,West Jordan,Utah,84084,West,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,91.68,5,0.2,28.65,TRUE
3030,3031,CA-2016-168480,21/09/16,27/09/16,Standard Class,DM-12955,Dario Medina,18,Female,Corporate,United States,Lincoln Park,Michigan,48146,Central,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,194.32,4,0,31.0912,TRUE
3031,3032,CA-2016-168480,21/09/16,27/09/16,Standard Class,DM-12955,Dario Medina,24,Female,Corporate,United States,Lincoln Park,Michigan,48146,Central,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,1,0,7.5371,TRUE
3032,3033,US-2017-114293,21/11/17,26/11/17,Standard Class,JH-16180,Justin Hirsh,21,Female,Consumer,United States,Gresham,Oregon,97030,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,195.136,4,0.2,-12.196,TRUE
3056,3057,CA-2018-131492,19/10/18,24/10/18,Second Class,HH-15010,Hilary Holden,19,Female,Corporate,United States,San Francisco,California,94110,West,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,8.96,2,0,4.3008,TRUE
3057,3058,CA-2018-131492,19/10/18,24/10/18,Second Class,HH-15010,Hilary Holden,24,Female,Corporate,United States,San Francisco,California,94110,West,OFF-LA-10001641,Office Supplies,Labels,Avery 518,31.5,10,0,15.12,TRUE
3058,3059,CA-2018-131492,19/10/18,24/10/18,Second Class,HH-15010,Hilary Holden,18,Female,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",30.56,2,0,10.3904,TRUE
3059,3060,CA-2018-131492,19/10/18,24/10/18,Second Class,HH-15010,Hilary Holden,20,Female,Corporate,United States,San Francisco,California,94110,West,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,24.368,2,0.2,-3.3506,TRUE
3090,3091,CA-2017-112123,03/03/17,08/03/17,Standard Class,BH-11710,Brosina Hoffman,21,Female,Consumer,United States,Newark,Delaware,19711,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,7,0,219.4514,TRUE
3091,3092,CA-2017-112123,03/03/17,08/03/17,Standard Class,BH-11710,Brosina Hoffman,22,Female,Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,479.95,5,0,129.5865,TRUE
3092,3093,CA-2017-112123,03/03/17,08/03/17,Standard Class,BH-11710,Brosina Hoffman,18,Male,Consumer,United States,Newark,Delaware,19711,East,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,166.44,3,0,79.8912,TRUE
3097,3098,CA-2018-135692,27/04/18,01/05/18,Standard Class,CV-12805,Cynthia Voltz,24,Female,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",33.12,4,0.2,11.592,TRUE
3098,3099,CA-2018-135692,27/04/18,01/05/18,Standard Class,CV-12805,Cynthia Voltz,24,Female,Corporate,United States,Fort Worth,Texas,76106,Central,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,220.2656,4,0.32,-42.1096,TRUE
3145,3146,CA-2018-131828,11/02/18,13/02/18,Second Class,CS-11845,Cari Sayre,23,Female,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963.136,4,0.2,108.3528,TRUE
3146,3147,CA-2018-131828,11/02/18,13/02/18,Second Class,CS-11845,Cari Sayre,23,Female,Corporate,United States,Seattle,Washington,98105,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679,TRUE
3185,3186,CA-2015-123498,07/11/15,09/11/15,First Class,TC-20980,Tamara Chand,24,Female,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.046,3,0.8,-44.2782,TRUE
3186,3187,CA-2015-123498,07/11/15,09/11/15,First Class,TC-20980,Tamara Chand,24,Female,Corporate,United States,Houston,Texas,77041,Central,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,74.352,3,0.2,26.9526,TRUE
3219,3220,US-2016-137008,02/10/16,08/10/16,Standard Class,JP-15460,Jennifer Patt,21,Female,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,94.85,5,0,45.528,TRUE
3220,3221,US-2016-137008,02/10/16,08/10/16,Standard Class,JP-15460,Jennifer Patt,24,Male,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,51.12,4,0,23.004,TRUE
3221,3222,US-2016-137008,02/10/16,08/10/16,Standard Class,JP-15460,Jennifer Patt,19,Female,Corporate,United States,Lakewood,New Jersey,8701,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,90,1,0,32.4,TRUE
3267,3268,CA-2015-143840,22/05/15,29/05/15,Standard Class,EH-14185,Evan Henry,19,Female,Consumer,United States,Decatur,Alabama,35601,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,135.98,2,0,33.995,TRUE
3268,3269,CA-2015-143840,22/05/15,29/05/15,Standard Class,EH-14185,Evan Henry,23,Female,Consumer,United States,Decatur,Alabama,35601,South,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,44.95,1,0,12.586,TRUE
3287,3288,CA-2016-157770,13/12/16,15/12/16,First Class,RD-19585,Rob Dowd,18,Female,Consumer,United States,Temecula,California,92592,West,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,494.376,3,0.2,49.4376,TRUE
3288,3289,CA-2016-157770,13/12/16,15/12/16,First Class,RD-19585,Rob Dowd,21,Female,Consumer,United States,Temecula,California,92592,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",29.2,5,0.2,9.855,TRUE
3289,3290,CA-2016-157770,13/12/16,15/12/16,First Class,RD-19585,Rob Dowd,23,Female,Consumer,United States,Temecula,California,92592,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,248.85,5,0,27.3735,TRUE
3290,3291,CA-2016-157770,13/12/16,15/12/16,First Class,RD-19585,Rob Dowd,22,Female,Consumer,United States,Temecula,California,92592,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,0,15.2208,TRUE
3296,3297,US-2016-110569,23/05/16,30/05/16,Standard Class,EB-13870,Emily Burns,18,Female,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,19.194,7,0.7,-12.796,TRUE
3297,3298,US-2016-110569,23/05/16,30/05/16,Standard Class,EB-13870,Emily Burns,21,Female,Consumer,United States,Phoenix,Arizona,85023,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.792,4,0.2,13.7016,TRUE
3298,3299,CA-2018-136308,16/11/18,16/11/18,Same Day,MW-18235,Mitch Willingham,21,Female,Corporate,United States,San Francisco,California,94122,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,3,0.2,215.9973,TRUE
3334,3335,US-2018-109253,21/08/18,22/08/18,First Class,PR-18880,Patrick Ryan,22,Female,Consumer,United States,Oakland,California,94601,West,OFF-AR-10000203,Office Supplies,Art,Newell 336,17.12,4,0,4.9648,TRUE
3335,3336,US-2018-109253,21/08/18,22/08/18,First Class,PR-18880,Patrick Ryan,21,Female,Consumer,United States,Oakland,California,94601,West,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,431.968,4,0.2,37.7972,TRUE
3336,3337,US-2018-109253,21/08/18,22/08/18,First Class,PR-18880,Patrick Ryan,22,Female,Consumer,United States,Oakland,California,94601,West,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,129.92,4,0,10.3936,TRUE
3337,3338,US-2018-109253,21/08/18,22/08/18,First Class,PR-18880,Patrick Ryan,20,Female,Consumer,United States,Oakland,California,94601,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,568.728,3,0.2,28.4364,TRUE
3338,3339,US-2018-109253,21/08/18,22/08/18,First Class,PR-18880,Patrick Ryan,22,Female,Consumer,United States,Oakland,California,94601,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",117.144,9,0.2,42.4647,TRUE
3339,3340,US-2018-109253,21/08/18,22/08/18,First Class,PR-18880,Patrick Ryan,18,Female,Consumer,United States,Oakland,California,94601,West,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,203.52,3,0,54.9504,TRUE
3340,3341,US-2018-109253,21/08/18,22/08/18,First Class,PR-18880,Patrick Ryan,23,Female,Consumer,United States,Oakland,California,94601,West,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",51.75,5,0,24.84,TRUE
3341,3342,CA-2017-145982,27/08/17,01/09/17,Second Class,TB-21055,Ted Butterfield,20,Female,Consumer,United States,Quincy,Massachusetts,2169,East,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,122.97,3,0,60.2553,TRUE
3342,3343,CA-2017-145982,27/08/17,01/09/17,Second Class,TB-21055,Ted Butterfield,22,Female,Consumer,United States,Quincy,Massachusetts,2169,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",244.615,1,0.3,20.967,TRUE
3343,3344,CA-2017-145982,27/08/17,01/09/17,Second Class,TB-21055,Ted Butterfield,20,Female,Consumer,United States,Quincy,Massachusetts,2169,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,59.97,3,0,28.7856,TRUE
3344,3345,CA-2017-145982,27/08/17,01/09/17,Second Class,TB-21055,Ted Butterfield,24,Female,Consumer,United States,Quincy,Massachusetts,2169,East,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,81.54,9,0,36.693,TRUE
3345,3346,CA-2017-145982,27/08/17,01/09/17,Second Class,TB-21055,Ted Butterfield,18,Female,Consumer,United States,Quincy,Massachusetts,2169,East,OFF-FA-10000735,Office Supplies,Fasteners,Staples,11.68,4,0,5.256,TRUE
3346,3347,CA-2017-145982,27/08/17,01/09/17,Second Class,TB-21055,Ted Butterfield,20,Female,Consumer,United States,Quincy,Massachusetts,2169,East,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",29,5,0,13.92,TRUE
3378,3379,CA-2018-142867,17/03/18,21/03/18,Standard Class,PO-19180,Philisse Overcash,23,Female,Home Office,United States,Houston,Texas,77095,Central,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,13.776,6,0.8,-22.0416,TRUE
3379,3380,CA-2018-142867,17/03/18,21/03/18,Standard Class,PO-19180,Philisse Overcash,21,Female,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,10.272,3,0.2,3.21,TRUE
3420,3421,CA-2017-134803,28/05/17,03/06/17,Standard Class,CL-12565,Clay Ludtke,23,Female,Consumer,United States,Los Angeles,California,90004,West,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,2,0,78.672,TRUE
3421,3422,CA-2017-134803,28/05/17,03/06/17,Standard Class,CL-12565,Clay Ludtke,22,Female,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,182.72,8,0,84.0512,TRUE
3422,3423,CA-2017-134803,28/05/17,03/06/17,Standard Class,CL-12565,Clay Ludtke,24,Female,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,131.6,7,0,7.896,TRUE
3423,3424,CA-2017-134803,28/05/17,03/06/17,Standard Class,CL-12565,Clay Ludtke,24,Female,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,0.2,7.384,TRUE
3424,3425,CA-2017-134803,28/05/17,03/06/17,Standard Class,CL-12565,Clay Ludtke,21,Male,Consumer,United States,Los Angeles,California,90004,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,558.4,2,0.2,41.88,TRUE
3482,3483,CA-2015-124688,27/08/15,29/08/15,First Class,CC-12610,Corey Catlett,18,Male,Corporate,United States,Springfield,Virginia,22153,South,TEC-PH-10000455,Technology,Phones,GE 30522EE2,579.95,5,0,168.1855,TRUE
3483,3484,CA-2015-124688,27/08/15,29/08/15,First Class,CC-12610,Corey Catlett,24,Female,Corporate,United States,Springfield,Virginia,22153,South,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",29.12,4,0,12.5216,TRUE
3484,3485,CA-2015-124688,27/08/15,29/08/15,First Class,CC-12610,Corey Catlett,21,Female,Corporate,United States,Springfield,Virginia,22153,South,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,1202.94,3,0,300.735,TRUE
3528,3529,CA-2017-130680,24/06/17,29/06/17,Standard Class,BD-11320,Bill Donatelli,18,Female,Consumer,United States,San Diego,California,92024,West,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,38.24,4,0.2,-9.56,TRUE
3556,3557,CA-2018-118542,01/12/18,05/12/18,Standard Class,CC-12550,Clay Cheatham,24,Female,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,45.36,7,0,21.7728,TRUE
3557,3558,CA-2018-118542,01/12/18,05/12/18,Standard Class,CC-12550,Clay Cheatham,22,Female,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",10.128,2,0.2,3.6714,TRUE
3588,3589,CA-2018-158729,19/12/18,21/12/18,First Class,AC-10450,Amy Cox,21,Male,Consumer,United States,Lafayette,Louisiana,70506,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1665.62,2,0,33.3124,TRUE
3617,3618,CA-2018-141929,04/09/18,08/09/18,Standard Class,RA-19285,Ralph Arnett,18,Female,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984,2,0.2,152.495,TRUE
3618,3619,CA-2018-141929,04/09/18,08/09/18,Standard Class,RA-19285,Ralph Arnett,24,Female,Consumer,United States,Los Angeles,California,90004,West,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,5.56,1,0.2,1.7375,TRUE
3619,3620,CA-2018-141929,04/09/18,08/09/18,Standard Class,RA-19285,Ralph Arnett,22,Female,Consumer,United States,Los Angeles,California,90004,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",217.85,5,0,65.355,TRUE
3676,3677,CA-2016-156440,05/12/16,09/12/16,Standard Class,MH-17620,Matt Hagelstein,20,Female,Corporate,United States,San Diego,California,92105,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0,14.6718,TRUE
3710,3711,CA-2018-113670,15/10/18,17/10/18,First Class,RS-19765,Roland Schwarz,20,Female,Corporate,United States,Los Angeles,California,90045,West,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,510.24,3,0.2,6.378,TRUE
3711,3712,CA-2018-113670,15/10/18,17/10/18,First Class,RS-19765,Roland Schwarz,19,Female,Corporate,United States,Los Angeles,California,90045,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,204.95,5,0,100.4255,TRUE
3734,3735,CA-2018-168193,06/03/18,11/03/18,Second Class,RM-19750,Roland Murray,19,Male,Consumer,United States,New York City,New York,10011,East,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,26.38,1,0,12.1348,TRUE
3735,3736,CA-2018-168193,06/03/18,11/03/18,Second Class,RM-19750,Roland Murray,18,Female,Consumer,United States,New York City,New York,10011,East,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",71.97,3,0,16.5531,TRUE
3747,3748,CA-2018-161956,27/08/18,29/08/18,Second Class,DR-12880,Dan Reichenbach,20,Female,Corporate,United States,Inglewood,California,90301,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,0,99.23,TRUE
3748,3749,CA-2018-161956,27/08/18,29/08/18,Second Class,DR-12880,Dan Reichenbach,24,Female,Corporate,United States,Inglewood,California,90301,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,321.92,4,0,96.576,TRUE
3749,3750,CA-2018-161956,27/08/18,29/08/18,Second Class,DR-12880,Dan Reichenbach,20,Female,Corporate,United States,Inglewood,California,90301,West,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,879.984,2,0.2,329.994,TRUE
3750,3751,CA-2018-161956,27/08/18,29/08/18,Second Class,DR-12880,Dan Reichenbach,18,Female,Corporate,United States,Inglewood,California,90301,West,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,28.4,5,0,8.236,TRUE
3751,3752,CA-2018-161956,27/08/18,29/08/18,Second Class,DR-12880,Dan Reichenbach,19,Male,Corporate,United States,Inglewood,California,90301,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.028,TRUE
3752,3753,CA-2018-161956,27/08/18,29/08/18,Second Class,DR-12880,Dan Reichenbach,18,Male,Corporate,United States,Inglewood,California,90301,West,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,116.28,3,0,56.9772,TRUE
3753,3754,CA-2018-161956,27/08/18,29/08/18,Second Class,DR-12880,Dan Reichenbach,24,Male,Corporate,United States,Inglewood,California,90301,West,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,0.2,294.5488,TRUE
3754,3755,CA-2018-161956,27/08/18,29/08/18,Second Class,DR-12880,Dan Reichenbach,23,Female,Corporate,United States,Inglewood,California,90301,West,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,5,0,17.745,TRUE
3806,3807,CA-2016-113628,12/11/16,19/11/16,Standard Class,AH-10690,Anna Häberlin,21,Female,Corporate,United States,Plantation,Florida,33317,South,OFF-AR-10001246,Office Supplies,Art,Newell 317,11.76,5,0.2,1.323,TRUE
3807,3808,CA-2016-113628,12/11/16,19/11/16,Standard Class,AH-10690,Anna Häberlin,21,Female,Corporate,United States,Plantation,Florida,33317,South,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,5.238,2,0.7,-4.0158,TRUE
3808,3809,CA-2016-113628,12/11/16,19/11/16,Standard Class,AH-10690,Anna Häberlin,22,Female,Corporate,United States,Plantation,Florida,33317,South,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",4.662,3,0.7,-3.7296,TRUE
3809,3810,CA-2016-113628,12/11/16,19/11/16,Standard Class,AH-10690,Anna Häberlin,22,Female,Corporate,United States,Plantation,Florida,33317,South,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",523.92,5,0.2,-72.039,TRUE
